Titulo;Ano;Sigla;ResumoPT
Avaliação da resistência ao deslocamento na sobreposição de fios de níquel e titânio superelásticos termoativados em braquetes autoligáveis passivos;2014;ODO;"""Objetivos: O objetivo desta pesquisa foi comparar a resistência ao deslocamento de fios de níquel e titânio superelásticos termoativados sobrepostos, em braquetes ortodônticos metálicos autoligáveis passivos. Material e Métodos: Foram utilizadas três espessuras de fios de níquel e titânio superelásticos termoativados (NiTi-TA): 0,014 sobreposto ao 0,016 e 0,020 (FlexyNiTi Thermal - Orthometric, Marília, SP, BR), associados a dois tipos de braquetes metálicos autoligáveis passivos: SmartClip SL3® (3M Unitek, Monrovia, CA, EUA) e OrthoClip SLB® (Orthometric, Marília, SP, BR). Um dispositivo que continha 5 braquetes de cada tipo (do incisivo central superior direito ao 2º pré-molar superior direito) foi desenvolvido para realização dos testes. O braquete do canino foi colado em uma barra de aço inoxidável móvel que permitia alterar sua posição vertical, enquanto os demais braquetes foram colados a uma barra fixa de acrílico. As forças obtidas por meio do deslocamento vertical do braquete do canino de 0mm para 1,5mm, 3,0 mm, 4,5mm e 6,0 mm foram registradas. O ambiente de teste foi seco com temperatura controlada de 36,5º C ± 1º C. Um total de 160 testes foi realizado na máquina de ensaios universal Instron (Continuação)||(Continua) Os testes estatísticos de Shapiro-Wilk, teste t de Student não pareado e ANOVA com testes post-hoc de Tukey foram aplicados aos dados (p<0,05). Resultados: A distribuição normal da amostra foi confirmada, e os testes paramétricos demonstraram que houve diferenças estatisticamente significativas no braquete SmartClip SL3® quando associados aos fios de NiTi-TA 0,020 e 0,014 sobreposto ao 0,016 nas alturas de 1,5mm (p=0,003) e 6mm (p0,0001). Porém, não foram encontradas diferenças estatísticas nas alturas de 3mm (p=0,76) e 4,5mm (p=0,09). No braquete OrthoClip SLB® houve diferenças estatisticamente significativas entre os fios de NiTi-TA 0,020 e 0,014 sobreposto ao 0,016 em todas as alturas avaliadas (p0,0001). Na comparação entre os braquetes, quando associados ao fio 0,020 de NiTi-TA houve diferenças estatisticamente significativas na altura de 1,5mm; 3mm e 6mm (p0,0001). No entanto, na altura de 4,5mm as diferenças não foram significativas estatisticamente (p=0,32). Quando associados aos fios de NiTi-TA 0,014 e 0,016 sobrepostos, as diferenças em todas as alturas avaliadas foram significativas estatisticamente (1,5mm - p=0,0006; nas demais alturas p0,0001). Conclusão: Nos braquetes SmartClip SL3®, em desnivelamentos de 1,5mm, os fios de NiTi-TA 0,014 e 0,016 sobrepostos apresentaram menor resistência ao deslocamento, enquanto que na altura de 6mm a menor resistência foi obtida com o fio de NiTi-TA 0,020. Nas demais alturas não houve diferenças estatísticas entre os fios. Para os braquetes OrthoClip SLB®, os fios de NiTi-TA 0,014 e 0,016 sobrepostos apresentaram menor resistência ao deslocamento em todas as alturas avaliadas (Continuação)||(Continua) Na comparação entre os dois tipos de braquetes, associados ao fio de NiTi-TA 0,020 na altura de 1,5mm, o braquete OrthoClip SLB® apresentou menor resistência ao deslocamento, ao passo que nas alturas de 3mm e 6mm foi o braquete SmartClip SL3®. Na altura de 4,5mm não foram encontradas diferenças estatisticamente significativas entre os dois braquetes avaliados."""
Estudo cefalométrico radiográfico da relação entre os tipos faciais, a inclinação do plano oclusal e a discrepância sagital maxilo-mandibular em indivíduos com oclusão normal;2014;ODO;"""Objetivo: avaliar a relação entre o tipo facial e as variações da inclinação do Plano Oclusal e do ângulo ANB em indivíduos com oclusão normal. Material e Método: a amostra foi composta por 98 telerradiografias em norma lateral de 98 indivíduos (47 homens e 51 mulheres) com idade média de 15,2 anos (desvio padrão de 1,4 anos), com oclusão normal e perfil harmonioso. As radiografias foram digitalizadas em escala 1:1 eo programa Nemoceph (Nemotec® - Espanha), foi usado para a análise cefalométrica, que incluiu as cinco variáveis que segundo Ricketts definem o padrão facial, a relação sagital (SNA, SNB, ANB, N.S.Ba, SN.Go-Me, ANB individualizado, AP-BP e Wits)e ainclinação do Plano Oclusal (PLO.Linha S-N, PLO.PF, PLO.PP, PLO.XiPm e PLO.PM). Os dados foram analisados estatisticamente com um nível de significância de 5%. Resultados: acomposição dos tipos faciais foi: 11% dólicofaciais, 39% mesofaciais e 50% braquifaciais. Os valores médios e intervalo de confiança de 95% das variáveis que avaliaram a inclinação do plano oclusal, para os tipos faciais dólico, meso e braqui foramrespectivamente: PLO.SN: 21,7° (± 2,14°), 17,0° (± 1,10°) e 15,1° (± 1,43°); PLO.PF: 13,5° (±1,77)°, 10° (SD 1,01°) and 8,1° (± 1,25°); PLO.PP: 12,2° (±1,99°), 9.1° (± 1,31°) e 8,1° (± 1,21°); PLO.Xi-Pm: 20,5° (± 1,76°), 19,2° (± 0,96°) e 16,4° (± 1,12°); PLO.PM: 17,5° (± 2,02°), 15,3° (± 1,27°) e 12,1° (± 1,19°). Os valores médios das variáveis que avaliam a relação sagital maxilomandibular respectivamente||foram: ANB: 3,8° (± 0,98°), 2,5° (± 0,62°) e1,3° (± 0,53°); distância AP-BP: 7,3mm (± 2,19mm), 3,4mm (± 0,94mm) e 1,9mm (± 0,78mm); ANB Individualizado: 4,7° (± 0,70°), 4,4° (± 0,43°) e 3,7° (± 0,39°); Wits: 1,8mm (± 1,27mm), -2,4mm (± 0,83mm) e -3,5mm (± 0,92mm). Conclusões: Tanto as variáveis que avaliam a inclinação do Plano Oclusal como as variáveis que avaliam a relação sagital maxilo-mandibular ANB e AP-BP, caracterizam-se diferencialmente segundo o tipo facial, observando-se um decréscimo dos valores do tipo dólicofacial para o braquifacial"""
Avaliação dos efeitos tradios da radioterapia na microcirculação pulpar;2014;ODD;"""O objetivos deste estudo foi avaliar a influência da radiação ionizante na vitalidade do tecido pulpar mensurada através dos níveis de saturação de oxigênio (%SpO2) em pacientes com tumores malígnos intraoral ou de orofaringe, passado de 4-6 anos da radioterapia (RT). Noventa pacientes com tumores malígnos intraoral ou de orofaringe, submetidos de 4-6 anos anteriores a RT foram selecionados para este estudo. Os níveis de oxigenação e sensibilidade pulpar, avaliados através do oxímetro de pulso e do spray refrigerante TFE (tetrafluoretano), foram analisados nos dentes anteriores (superior e inferior) de cada paciente selecionado (n=693),, indiferente do quadrante e da área irradiada. Como grupo controle foram selecionados noventa pacientes saudáveis (nunca submetidos a RT) e os mesmos testes foram empregados (n=693). Todos os dentes foram considerados vitais. 100% mostraram resposta positva ao teste térmico e as médias de %SpO2 foram de 92.7% no grupo dos pacientes irradiados (SD ± 1.83) e 92.6% no grupo dos não-irradiados (SD ± 1.80), sem diferença estatística observada. Houve uma tendência de valores de %SpO2 menores em dentes caninos comparados aos incisivos, entretanto sem diferença estatística significante (Continuação)||(Continua) Passados de 4-6 anos da RT, as %SpO2 da polpa dental estão dentro dos padrões considerados normais para uma polpa vital e podese assumir que a RT não têm influência danosa a longo prazo sobre a vitalidade do tecido pulpar, assim sugerindo que este tecido pode ser apto a retornar o fluxo sanguíneo normal após a RT. As mudanças observadas na microcirculação pulpar devido a RT parecem ser temporárias, então o tratamento endodôntico preventivo ou a extração dental em pacientes que receberam radiação ionizante são desnecessários"""
Influência da irrigação ultrassônica passiva na redução de bactérias e endotoxinas dos canais radiculares;2014;ODD;"""Este estudo clínico analisou os efeitos dos procedimentos endodônticos e da irrigação ultrassônica passiva (PUI) em bactérias e endotoxinas de canais radiculares. Cinquenta pacientes com dentes com periodontite apical primária foram divididos de forma randomizada em dois grupos: PUI (n=25) e irrigação convencional (IC) (n=25). O preparo químico-cirúrgico (PQC) foi realizado com instrumentos reciprocantes, utilizando-se NaOCl 2,5% durante o preparo; e EDTA 17%, para remoção do magma dentinário. Os canais radiculares foram preenchidos com pasta de hidróxido de cálcio por 14 dias e obturados. Foram realizadas coletas microbiológicas dos canais antes (S1) e após o PQC (S2), após os protocolos de irrigação (S3), após a medicação intracanal (S4) e após a reinstrumentação dos canais (S5). Durante o processamento das amostras, as coletas de 5 casos foram perdidas por fatores diversos. As amostras foram analisadas por PCR quantitativo para detecção e quantificação de bactérias e pelo teste turbidimétrico de LAL para detecção e determinação do nível de endotoxinas. Bactérias e endotoxinas foram observadas em 100% das amostras iniciais coletadas. Em ambos os grupos, houve diminuição significativa na concentração de endotoxinas entre uma etapa do tratamento e a etapa posterior (p0,05) (Continuação)||(Continua) Com relação à redução bacteriana, a PUI foi capaz de reduzir significativamente mais o número de bactérias do que a IC (p<0,05). A análise qualitativa dos resultados demonstrou que nenhuma das técnicas sobressaiu-se sobre a outra em relação à frequência de casos com leituras positivas, tanto para bactérias quanto para endotoxinas. Concluiu-se que a PUI foi mais eficaz do que a IC em reduzir o número de bactérias, mas não a quantidade de endotoxinas do canal radicular. Além disso, cada etapa do tratamento endodôntico foi capaz de reduzir tanto o número de bactérias quanto a quantidade de endotoxinas."""
Síntese e caracterização de partículas de fosfato de cálcio funcionalizadas com TEGDMA e sua aplicação no desenvolvimento de materiais resinosos remineralizadores;2014;ODB;"""Os objetivos deste trabalho foram : 1) sintetizar e caracterizar partículas de fosfato di-cálcico di-hidratado (DCPD) funcionalizadas com dimetacrilato de trietileno glicol (TEGDMA), com o propósito de reduzir a aglomeração e melhorar a interação entre as partículas e a matriz orgânica dos materiais resinosos e 2) avaliar o efeito da adição de partículas funcionalizadas em uma matriz resinosa em relação a liberação de íons, propriedades ópticas, grau de conversão, propriedades mecânicas e microestrutura do material. Na primeira etapa do trabalho foram sintetizadas pelo método sol-gel dois tipos partículas de DCPD: funcionalizadas e puras. Além dessas, caracterizou-se nesta etapa partículas comerciais do mesmo composto. As partículas foram caracterizadas por difração de raio X (DRX), espectroscopia no infravermelho com transformada de Fourier (FTIR), análise elementar, análise termogravimétrica (TGA), isortermas de adsorção de nitrogênio e método BET, microscopia eletrônica de transmissão e espalhamento de luz dinâmico (DLS). Na segunda etapa do trabalho, um novo lote de partículas funcionalizadas foi sintetizado, e como controle, sintetizou-se partículas não funcionalizadas. Quatro materiais resinosos foram formulados, um deles contendo apenas BisGMA e TEGDMA (1:1 em mols) e os demais contendo, além da matriz resinosa, 20% (em volume) de partículas funcionalizadas, partículas não funcionalizadas ou sílica coloidal silanizada. Os materiais foram avaliados quanto à liberação||de íons, propriedades ópticas (transmitância total e E em relação à resina sem carga), grau de conversão (GC), resistência à flexão biaxial (RFB), módulo de elasticidade e análise microestrutural. Os dados foram submetidos à análise de variância (ANOVA), complementada pelo teste de Tukey, com nível de significância de 5 %. A composição das partículas foi confirmada por DRX e a funcionalização das mesmas foi confirmada pelas análises de FTIR, análise elementar e TGA. As partículas funcionalizadas apresentaram área superficial até 3 vezes maior quando comparadas às partículas puras e comerciais. Esses dados foram confirmados pela análise de DLS, que encontrou aglomerados maiores para as partículas dos compostos puro e comercial. Na segunda etapa do estudo, observou-se que a funcionalização das partículas não afetou a liberação de íons Ca2+ dos materiais bioativos; entretanto, a liberação de íons HPO42- foi 51% menor para o material contendo partículas funcionalizadas. Todos os materiais apresentaram GC semelhantes. O compósito com sílica apresentou valores de transmitância significantemente menores e E superior ao obtido para os demais materiais. A funcionalização das partículas aumentou a RFB em 32%, porém ainda inferior à do compósito com sílica. A funcionalização não afetou o módulo de elasticidade dos materiais. A síntese de partículas de DCPD funcionalizadas com TEGDMA foi realizada com êxito. O monômero funcionalizante contribuiu para a diminuição do tamanho dos||aglomerados. Além disso, a funcionalização favoreceu a interação entre as partículas de DCPD e a matriz orgânica dos materiais, evidenciado pelo aumento no valor de resistência à flexão, sem redução substancial na liberação de íons cálcio do material"""
Avaliação qualitativa e quantitativa da instrumentação e obturação de canais radiculares achatados utilizando-se microtomografia computadorizada;2014;ODD;"""Na Endodontia, a microtomografia (CT) tem sido amplamente utilizada como método de análise tridimensional. Atualmente, três movimentos mecanizados para o preparo do canal radicular tem sido introduzidos na rotina endodôntica, oscilatório, rotatório e recíproco. Existem diferentes sistemas de limas acionadas por motores capazes de realizar esses movimentos. Sendo assim, os objetivos deste trabalho são utilizar a CT para avaliar, em canais mesiais achatados de molares inferiores, a qualidade e modelagem final de preparo do canal radicular, utilizando-se sistemas oscilatório, recíproco e rotatório e avaliar a obturação do canal radicular com cone único ou ondas contínuas de condensação, no que diz respeito ao volume de material obturador e de espaços vazios. Os resultados não mostraram diferença estatísitica significativa no volume de desgaste entre os grupos testados. Para a porcentagem de superfície não tratada os grupos oscilatório e rotatório tocaram mais paredes nos terços cervical e médio do que o grupo recíproco. A técnica de ondas contínuas de condensação e cone único apresentaram preenchimento de obturação semelhantes nos terços médio e apical, sendo que no terço cervical a técnica de ondas contínuas deixou menor porcentagem de espaços vazios"""
Avaliação da densidade mineral óssea por meio da radiografia panorâmica;2014;ODE;"""A osteoporose tem sido apontada como grave problema de saúde pública, que compromete a qualidade de vida dos seus portadores. Um dos principais fatores que influencia na prevenção à fraturas provenientes dessa enfermidade é o diagnóstico precoce. O diagnóstico das alterações morfológicas da mandíbula por meio de radiografias panorâmicas (RP) é um método barato, simples e indicado para o rastreamento da desmineralização óssea que mostrou estar associado às alterações sistêmicas. O presente estudo descritivo-analítico objetivou avaliar se existem e quais são as variáveis que podem interferir na determinação do diagnóstico por meio das RPs. Foram analisados dados sócio-biológicos, radiografias panorâmicas e densitometrias ósseas (DO) de um total de 435 pacientes. A análise das RPs foi realizada por meio do Índice Panorâmico Quantitativo e Qualitativo (IPQQ), estabelecido em outra parte desta pesquisa. Essas observações foram então relacionadas aos resultados da DO e às variáveis coletadas no questionário de dados sócio-biológicos. A análise das RPs mostrou estar correlacionada com a DO (kappa = 0,7) e mostrou ainda que pode ser influenciada pelo uso de bisfosfonatos ( p = 0,0137), renda ( p = 0,0264), e perda dentária representada pelas variáveis uso de prótese parcial removível ( p = 0,0249) e prótese parcial fixa ( p = 0,0320). O presente estudo propõe ainda outras investigações conduzidas com desenhos mais rigorosos, para compreensão do problema que ainda guarda muitas lacunas"""
Terceiros molares: avaliação da presença de cárie, doença periodontal e qualidade de vida, e suas variações conforme posição dental;2015;ODS;"""A cárie e a doença periodontal são doenças crônicas da cavidade oral. A cárie dentária ainda continua sendo o principal problema de saúde bucal dos brasileiros. A maioria dos estudos de levantamento de cáries excluem os terceiros molares. A presença destes dentes pode levar à doença periodontal na região, e muitas vezes, pode levar à injúrias e prejuízo à saúde bucal do indivíduo, tendo um significativo impacto na qualidade de vida. A incidência de cárie e doença periodontal pode variar em função da posição do terceiro molar. Material e método: tratou-se de um estudo clinico, transversal, observacional, onde foram avaliados 116 pacientes que procuraram a triagem do curso de especialização de Cirurgia e Traumatologia Bucomaxilofacial da FUNDECTO-FFO-USP, para avaliação da necessidade de exodontia dos terceiros molares. As variáveis avaliadas foram: cárie, doença periodontal e qualidade de vida. A avaliação da cárie foi feita através de exame clínico com sonda exploradora e espelho clínico; a doença periodontal através de sondas milimetradas em dois pontos, considerando sua presença da doença quando bolsa maior que 4 mm, bem como, a presença radiográfica de ambos. A avaliação da qualidade de vida relacionada à saúde bucal, por meio do questionário Ohip-14, aplicado sobre forma de entrevista. A avaliação da posição dos terceiros molares realizou-se por meio da avaliação clínica e de radiografias panorâmicas, segundo a classificação de Pell e Gregory e Winter (continuação)||(continua) O objetivo foi avaliar se a posição do terceiro molar interfere na incidência de cárie e doença periodontal, mensurar a qualidade de vida, e contribuir na tomada de decisão terapêutica de exodontia. Os dados foram analisados no pacote estatístico STATA 13.0, com estatística descritiva e inferencial. O nível de significância utilizada foi de 95%. Resultados: angulação e semierupção aumentam a incidencia de cárie e doença periodontal em terceiros molares. Sintomas e idade são fatores associados a cárie e Dp. Cáries nos superiores alteram domínios 3 e 6 e Dp nos inferiores alteram domínios 3 e 4. Alterações patológicas na região alteram o domínio 7. Conclusão: a posição dos dentes influenciam na incidência de cárie e doença periodontal em terceiros molares. Cárie e doença periodontal tem impacto na qualidade de vida. A Pesquisa teve aprovação do comitê de ética em pesquisa da FOUSP sob numero 280084"""
Análise do efeito de substâncias liberadas por adesivos dentinários sobre a atividade e a expressão gênica de proteases da matriz extracelular (MMPs e CTs) em células-tronco da polpa dentária humana;2014;ODD;"""Adesivos dentinários aplicados diretamente sobre dentina aumentam a atividade de enzimas endógenas deste tecido que degradam colágeno, colocando em risco a integridade da camada híbrida de restaurações estéticas. Estes adesivos podem também alcançar a polpa dentária indiretamente através do fluído dos túbulos dentinários por substâncias liberadas pelos mesmos. Desta forma, a polpa dentária poderia responder a estas substâncias por meio de síntese e/ou aumento da atividade de colagenases, o que poderia colaborar na degradação da camada híbrida. Sendo assim, o objetivo desse trabalho foi avaliar o efeito das substâncias liberadas por sistemas adesivos dos tipos autocondicionante e condicione e lave sobre a atividade e a expressão gênica de metaloproteinases (MMPs) e cisteíno-catepsinas (CTs) em células-tronco da polpa dentária humana. Foram aplicados meios de cultura condicionados por adesivos do tipo autocondicionante e condicione e lave polimerizados e não polimerizados sobre culturas celulares por 24 horas. O meio de cultivo fresco foi usado como controle. Depois de 24, 48, 72 e 96 horas, as atividades gelatinolíticas de MMP-2 e de MMP-9 foram avaliadas por meio da técnica de zimografia em gel de gelatina. Nos mesmos tempos experimentais, a modulação da expressão gênica das MMPs (1, 2, 3, 7, 9, 13 e 14) e das CTs (B e K) foi analisada por meio de reação de transcriptase reversa quantitativa em tempo real (qRT-PCR) (continuação)||(continua) Os resultados obtidos dos dois experimentos foram avaliados por meio do teste estatístico ANOVA, complementado pelo teste de Tukey (p<0.05). Todos os grupos mostraram atividade gelatinolítica aumentada de MMP-2 e MMP-9. Até 72 horas, as atividades foram similares em todos os grupos experimentais. Diferenças significativas apareceram somente em 96 horas. De forma geral, as maiores atividades de MMPs foram observadas nas culturas celulares tratadas com o adesivo autocondicionante. Para a MMP-2, o grupo do adesivo autocondicionante polimerizado mostrou atividade intermediária, enquanto o grupo não polimerizado mostrou a maior atividade. Os dois grupos do adesivo condicione e lave polimerizado e não polimerizado mostraram atividade de MMP-9 intermediária, enquanto o grupo autocondicionante polimerizado mostrou maior atividade que o grupo controle. O qRT-PCR revelou que a maioria das MMPs e CTs analisadas tiveram a expressão gênica positivamente modulada em 24 e 48 horas. MMP-7 e MMP-9 não foram expressos em nenhum grupo experimental. Baseados nas limitações deste estudo in vitro, concluímos que substâncias liberadas por sistemas adesivos são capazes de influenciar células-tronco de polpa dentária humana levando ao aumento da atividade de MMP-2 e MMP-9 e também à modulação positiva de genes das MMPs e CTS estudadas."""
Expressão imuno-histoquímica das proteínas Jab1, p27, c-jun e c-fos no adenoma pleomórfico, adenocarcinoma polimorfo de baixo grau e carcinoma adenoide cístico das glândulas salivares;2014;ODE;"""Os tumores de glândula salivar compreendem em torno de 2 a 6,5% dos tumores de cabeça e pescoço. Entre os tumores de glândula salivar, o adenoma pleomórfico é benigno e o mais comum. O carcinoma adenoide cístico e adenocarcinoma polimorfo de baixo grau encontram-se entre os mais frequentes malignos. Jab1 é uma de muitas proteínas que afetam diversos estágios da tumorigênese sendo importante na regulação variadas vias de sinalização e/ou proteínas como p27 e AP-1, a última composta por c-jun e c-fos, que são principalmente relacionadas com o ciclo celular e proliferação celular. O objetivo desse trabalho foi avaliar a expressão imuno-histoquímica das proteínas Jab1, p27, c-jun e c-fos no adenoma pleomórfico, adenocarcinoma polimorfo de baixo grau e carcinoma adenoide cístico das glândulas salivares. Foi realizada análise imuno-histoquímica semi-quantitativa das células marcadas nos tumores de glândula salivar e glândula salivar normal de acordo com o escore 0 (células sem expressão), 1(> 0 5 50%). Para Jab1, c-jun e c-fos foi considerado apenas marcação nuclear e para p27, nuclear e citoplasmática, separadamente. (continuação)||(continua) Os resultados foram analisados utilizando-se os testes de Kruskal-Wallis, de Mann-Whitney, do Qui-quadrado e o teste de correlação de Spearman, cujo nível de significância foi de p<0,05 e processados com o auxílio do software GraphPad Prisma 5.0. A análise estatística revelou que a expressão de Jab1 foi significante no adenoma pleomórfico e no carcinoma adenoide cístico em relação aos ductos e no adenocarcinoma polimorfo de baixo grau em relação ao carcinoma adenoide cístico (p=0,0136, 0,0001 e 0,0344, respectivamente); a expressão de p27 nuclear foi significante no adenoma pleomórfico e no adenocarcinoma polimorfo de baixo grau quando comparados ao carcinoma adenoide cístico (p=0,0074 e 0,0004, respectivamente) e a expressão citoplasmática em todos os grupos quando comparados aos ácinos; c-fos, a expressão foi significativa nos ductos ao compará-los ao adenoma pleomórfico, adenocarcinoma polimorfo de baixo grau e carcinoma adenoide cístico (p=0,0002, 0,0048 e 0,0352, respectivamente). O teste de correlação de Spearman de Jab1, p27, c-jun e c-fos em cada lesão separadamente revelou que no adenoma pleomórfico houve correlação significativa entre Jab1 e p27 (r=0,371; p=0,020) e entre c-jun e c-fos (r=0,452; p=0,004). No adenocarcinoma polimorfo de baixo grau, houve correlação entre Jab1 e p27 (r=0,494; p=0,044) e no carcinoma adenoide cístico, entre p27 e c-fos (r=0,513; p=0,035). Foi concluído que a tumorigênese do adenoma pleomórfico, adenocarcinoma polimorfo de baixo grau e carcinoma adenoide cístico parece estar associada à expressão de Jab1 e p27."""
Estudo da vascularização em mandíbulas de pacientes idosos edêntulos e dentados por meio da ultrassonografia modo B e Doppler;2014;ODE;"""Estudo elaborado para a investigação hemodinâmica das artérias alveolar inferior e mentual, relacionada com pacientes idosos edêntulos (totais e parciais) e dentados (com a presença do primeiro molar inferior bilateral), insento de doença oral e sistêmica, por meio da ultrassonografia modo B e Doppler, como forma de exame complementar. Por tratar-se de um método de diagnóstico preciso e confiável de visualização por meio de imagens, em tempo real, prontamente disponível, não invasivo, relativamente de baixo custo, inócuo, é uma importante ferramenta na avaliação de possíveis alterações da vascularização de diversos segmentos corpóreos, influenciando nas decisões clínicas, aumentando a precisão do diagnóstico complementar. Com o emprego do transdutor linear e endocavitário, de maneira intraoral, em 30 pacientes especificados acima, sendo 15 de cada grupo, foi mensurado as seguintes variáveis: IRV (índice de resistência vascular) o qual não sofreu efeitos de interação com lado (D e E), grupos (edêntulos totais e dentados) e artérias (AAI e AM), porém o ID (índice do diâmetro) e o VPS (velocidade de pico sistólico) apresentaram uma forte relação, isto significou que quando o valor de VPS aumentava no vaso estudado, o ID diminuía, ou seja a VPS e o ID se compensavam para manter a hemodinâmica constante, independentemente do lado (D e E) e do grupo (edêntulos e dentados), variando somente de artéria para artéria (AAI e AM)"""
Influência do ranelato de estrôncio na reparação de defeitos ósseos em fêmures e nos componentes moleculares do osso em ratas ovariectomizadas;2014;ODE;"""O ranelato de estrôncio (RS) diminui a reabsorção óssea e ao mesmo tempo age como um agente anabólico deste tecido. Este estudo foi realizado para avaliar os efeitos da ovariectomia e do tratamento com RS na reparação de defeitos ósseos em fêmures e nos componentes moleculares do osso em ratas. Vinte e sete ratas adultas foram submetidas a ovariectomia ou cirurgia Sham e, após trinta dias, defeitos ósseos em fêmures foram confeccionados e os animais divididos em três grupos: ovariectomizadas (OVZ), cirurgia Sham (SHAM) e ovariectomizadas + tratamento com 625 mg/kg/dia de RS (RS). A eutanásia foi realizada quatro semanas após a cirurgia do defeito ósseo. A reparação do defeito ósseo foi analisada por microtomografia computadorizada (?CT) e a composição química do tecido ósseo foi verificada por espectroscopia de infravermelho com transformada de Fourier (FTIR) e espectroscopia de energia dispersiva de raios-X (EDS). O grupo SHAM apresentou em média volume ósseo (BV) superior ao grupo OVZ (p=0,014) e o volume ósseo relativo (BV/TV) foi cerca de 8% superior ao grupo OVZ. A comparação entre SHAM e RS apresentou valores limítrofes para essas variáveis. A espessura trabecular (Tb.Th) no grupo RS foi significativamente maior que no grupo OVZ cerca de 1,8% (p = 0,049) e não diferiu em média do grupo SHAM. Não houve diferenças significativas nas relações que avaliam compostos inorgânicos sobre orgânicos nos grupos. A razão das áreas das bandas em 1057 e 1023 cm-1 para o cálculo do IC||foi 1.024 no grupo SHAM, 1.015 no grupo RS e 1.108 no grupo OVZ. No estudo da banda de amida III foi observado nos animais ovariectomizados uma possível mudança na estrutura secundária das proteínas da matriz devido a uma diminuição das estruturas ?-hélice e random coil (RC) e aumento de ?-sheet. A maturidade do colágeno estimada pela relação de sub-bandas de amida I (1660/1690) foi menor no grupo RS. Neste grupo houve um aumento significativo de estrôncio (Sr) incorporado ao tecido ósseo e uma diminuição de cálcio (Ca) avaliados pela técnica do EDS. Os resultados demonstram que o tratamento sistêmico com RS promoveu a reparação óssea e melhorou a microarquitetura do osso neoformado no interior do defeito. No entanto, os resultados das análises com FTIR sugerem que o RS não reverteu as alterações na matriz orgânica ocasionadas pela ovariectomia e diminuiu as ligações cruzadas de colágeno maturas"""
Efeito do desafio erosivo nas propriedades e na estabilidade de união de materiais restauradores ao esmalte e dentina de dentes decíduos;2014;ODO;"""Este estudo avaliou o efeito do desafio erosivo nas propriedades e na estabilidade de união de materiais restauradores ao esmalte e dentina decídua. Duzentos e quarenta molares decíduos foram alocados em 24 grupos, de acordo com substrato - esmalte ou dentina, condição prévia do substrato - hígido ou erodido, material restaurador - resina composta associada ao sistema adesivo - RC, cimento de ionômero de vidro de alta viscosidade - CIVAV, ou modificado por resina - CIVMR, e tratamento após procedimento adesivo - controle (imersão em solução salina/7dias) ou desafio erosivo (imersão em bebida a base de cola por 5 min/3x ao dia/7 dias). Os dentes dos grupos esmalte e dentina erodidos foram submetidos ao desafio erosivo previamente aos procedimentos restauradores. Cânulas de polietileno foram posicionadas sobre superfícies planas dos substratos pré-tratados, para então serem preenchidas por um dos materiais avaliados. Após armazenamento por 24h a 37°C, os espécimes foram submetidos a um dos tratamentos propostos. Metade dos espécimes foi submetida imediatamente ao teste de microcisalhamento e a outra metade após 12 meses de armazenamento em água a 37ºC. Posteriormente, a análise do padrão de fratura foi realizada em estereomicroscópio (400X). Para a análise de resistência à flexão (RF) e rugosidade superficial (RS), trinta corpos de prova foram confeccionados (10x2x1mm). Após armazenamento por 24h, a leitura inicial de RS de dez corpos de prova selecionados aleatoriamente foi||obtida. Os corpos de prova foram então imersos em um dos tratamentos propostos - desafio erosivo ou solução salina, para então ser realizada a segunda leitura. Decorrido esta análise, os corpos de prova foram submetidos ao teste de RF (1mm/min). Os valores de resistência de união (RU), bem como de RS e RF obtidos foram submetidos a Análise de Variância e Teste de Tukey (alfa=5%). Análise de Weibull foi também conduzida considerando os valores de RF. De forma geral, os substratos hígidos resultaram em maiores valores de RU do que os erodidos, com exceção do CIVAV que obteve desempenho similar em ambos substratos. Além disso, o tempo influenciou negativamente a RU somente para os grupos de RC quando da avaliação em dentina. Os demais grupos não apresentaram redução nos valores após 12 meses de armazenamento em água. RC apresentou melhor desempenho adesivo do que os demais materiais avaliados, tanto em 24 horas quanto após 12 meses. O desafio erosivo após o procedimento adesivo apenas influenciou negativamente a RU quando os materiais foram avaliados em dentina erodida. Em relação a RS, menores valores foram obtidos para RC. Além disso, o desafio erosivo influenciou os valores de leitura final, resultando em maior RS para todos os materiais restauradores. Já para a RF, RC demonstrou maiores valores de RF, módulo de Weibull e resistência característica do que os demais materiais. Ademais, o desafio erosivo não afetou estes parâmetros. Em conclusão, o desafio erosivo influencia||negativamente a RS e RU a dentina erodida. Os substratos previamente erodidos resultam em pior desempenho da RC e CIVMR. Além disso, o armazenamento em água afeta a estabilidade de união a dentina de RC"""
